gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,70,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,23.35,1651.67,0
Male,0,Yes,Yes,2,Yes,Yes,None,Two year,No,Bank debit order,54.46,97.08,0
Female,0,Yes,Yes,33,Yes,Yes,ZOL Fibroniks,Two year,No,ZIPIT,23.82,818.41,1
Male,1,Yes,No,18,Yes,Yes,ZOL Fibroniks,Month-to-month,No,ZIPIT,40.28,778.89,1
Male,0,No,No,71,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,55.53,3901.19,0
Female,0,No,No,25,Yes,No,TelOne ADSL,Month-to-month,No,Bank debit order,39.66,989.74,0
Male,1,Yes,Yes,13,Yes,No,Econet Mobile,Two year,No,EcoCash,42.91,531.39,0
Male,1,No,No,6,Yes,No,Liquid Home,Two year,No,OneMoney,65.89,374.12,1
Male,1,No,Yes,57,Yes,No,None,Month-to-month,No,EcoCash,79.41,4444.22,0
Female,0,Yes,No,4,Yes,Yes,TelOne ADSL,Two year,Yes,EcoCash,40.45,182.46,0
Female,0,Yes,No,22,Yes,No,ZOL Fibroniks,One year,No,Cash deposit,30.37,811.45,0
Female,0,No,Yes,40,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,53.0,2140.9,0
Female,0,No,Yes,3,Yes,No,Liquid Home,Two year,No,EcoCash,24.02,186.51,0
Female,1,Yes,Yes,12,Yes,No,Liquid Home,Month-to-month,Yes,Bank debit order,61.63,804.12,0
Female,0,No,Yes,72,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,28.15,1989.18,0
Female,0,Yes,Yes,33,Yes,Yes,ZOL Fibroniks,One year,No,ZIPIT,30.38,1023.75,0
Female,0,No,Yes,22,Yes,No,ZOL Fibroniks,One year,Yes,ZIPIT,19.53,468.93,1
Female,0,Yes,Yes,63,Yes,No,ZOL Fibroniks,Month-to-month,No,Cash deposit,22.71,1467.39,0
Male,1,Yes,No,5,Yes,No,Econet Mobile,Month-to-month,No,ZIPIT,59.25,260.19,0
Male,0,Yes,No,19,No,No phone service,TelOne ADSL,Month-to-month,Yes,EcoCash,44.16,849.58,1
Female,0,No,Yes,62,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,37.05,2380.71,1
Male,0,Yes,Yes,54,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,74.91,3967.42,0
Male,0,Yes,No,31,Yes,Yes,None,Month-to-month,Yes,EcoCash,40.13,1295.73,0
Female,0,Yes,Yes,71,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,37.68,2734.34,0
Female,1,No,Yes,42,No,No phone service,ZOL Fibroniks,Month-to-month,Yes,EcoCash,17.97,669.06,0
Female,0,Yes,Yes,54,Yes,No,Liquid Home,Month-to-month,No,ZIPIT,23.44,1234.36,1
Male,0,Yes,No,71,Yes,Yes,ZOL Fibroniks,Two year,No,EcoCash,21.16,1488.53,0
Male,0,Yes,Yes,36,Yes,No,ZOL Fibroniks,One year,No,ZIPIT,25.66,967.56,0
Male,0,No,No,35,Yes,Yes,None,Month-to-month,No,OneMoney,29.58,1035.67,1
Male,0,Yes,Yes,48,Yes,No,Econet Mobile,One year,Yes,OneMoney,32.87,1550.21,0
Female,0,Yes,Yes,4,Yes,No,Econet Mobile,Month-to-month,No,ZIPIT,50.59,206.32,1
Male,0,No,Yes,31,Yes,No,None,Month-to-month,Yes,EcoCash,37.55,1185.74,0
Male,0,No,No,50,Yes,Yes,ZOL Fibroniks,One year,No,Bank debit order,70.19,3501.44,0
Male,0,No,Yes,27,Yes,No,None,Month-to-month,No,EcoCash,49.35,1413.73,0
Female,1,Yes,No,51,Yes,No,None,Month-to-month,Yes,EcoCash,25.28,1290.98,1
Male,0,No,No,29,Yes,No,TelOne ADSL,One year,No,EcoCash,46.14,1375.11,0
Male,0,No,Yes,14,Yes,No,None,Month-to-month,No,OneMoney,40.72,517.2,1
Female,0,No,Yes,10,Yes,Yes,Econet Mobile,Two year,No,EcoCash,63.14,649.56,0
Female,0,No,No,39,Yes,No,Liquid Home,Two year,Yes,EcoCash,52.78,2033.07,0
Male,0,No,Yes,14,No,No phone service,Liquid Home,Month-to-month,Yes,ZIPIT,39.22,523.81,1
Female,0,No,No,26,Yes,No,TelOne ADSL,One year,Yes,Bank debit order,69.47,1883.29,0
Female,0,Yes,No,37,No,No phone service,TelOne ADSL,Two year,Yes,EcoCash,48.03,1744.19,0
Male,1,No,Yes,3,Yes,Yes,Liquid Home,Two year,No,EcoCash,48.82,120.79,0
Male,1,No,Yes,30,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,65.06,1865.35,0
Female,0,No,No,22,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,53.42,1130.99,1
Male,0,Yes,Yes,22,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,41.89,836.73,0
Female,0,Yes,Yes,66,Yes,Yes,Liquid Home,Month-to-month,Yes,ZIPIT,36.6,2474.52,1
Female,0,No,Yes,67,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,8.0,554.4,1
Female,0,No,Yes,21,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,8.0,208.3,1
Female,0,Yes,Yes,64,Yes,Yes,None,Month-to-month,Yes,EcoCash,35.89,2320.2,0
Male,0,No,No,16,Yes,Yes,Liquid Home,Month-to-month,No,EcoCash,28.01,400.19,1
Female,0,Yes,Yes,25,Yes,Yes,None,Month-to-month,Yes,ZIPIT,38.34,999.35,0
Female,0,Yes,Yes,68,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,56.31,3819.44,1
Male,0,No,No,7,Yes,Yes,Liquid Home,Month-to-month,No,ZIPIT,24.09,197.64,1
Female,0,No,Yes,27,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,9.63,123.45,0
Male,0,Yes,Yes,58,Yes,No,None,Month-to-month,No,EcoCash,14.62,788.27,0
Male,0,Yes,No,68,Yes,No,TelOne ADSL,Month-to-month,Yes,ZIPIT,20.28,1343.79,0
Male,0,Yes,Yes,69,No,No phone service,None,Month-to-month,Yes,ZIPIT,17.48,1221.42,0
Male,0,No,No,64,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,OneMoney,38.78,2403.17,0
Female,0,No,No,70,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,65.7,4712.69,1
Male,0,No,Yes,34,Yes,Yes,None,One year,No,EcoCash,49.07,1731.52,0
Male,0,No,Yes,23,Yes,Yes,TelOne ADSL,One year,Yes,OneMoney,50.4,1224.28,0
Female,0,Yes,Yes,28,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,41.94,1246.18,0
Female,0,Yes,No,8,Yes,Yes,ZOL Fibroniks,Two year,Yes,EcoCash,15.7,152.85,0
Male,0,No,Yes,10,Yes,No,Econet Mobile,One year,Yes,OneMoney,78.33,726.89,1
Male,0,No,No,71,Yes,No,ZOL Fibroniks,Two year,No,OneMoney,32.28,2314.81,0
Female,0,Yes,No,13,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,51.97,650.99,0
Female,0,No,No,44,No,No phone service,ZOL Fibroniks,Month-to-month,No,EcoCash,8.0,340.41,1
Female,0,No,Yes,16,Yes,No,ZOL Fibroniks,One year,Yes,ZIPIT,36.4,625.17,1
Female,0,Yes,No,48,Yes,Yes,Liquid Home,Month-to-month,Yes,OneMoney,34.91,1647.52,0
Male,0,Yes,No,34,Yes,No,ZOL Fibroniks,One year,Yes,ZIPIT,33.19,1097.68,0
Female,0,No,Yes,7,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,12.77,137.44,0
Male,0,Yes,No,27,Yes,Yes,ZOL Fibroniks,Month-to-month,No,ZIPIT,41.57,1081.45,1
Male,0,Yes,Yes,53,Yes,Yes,Econet Mobile,One year,No,EcoCash,59.96,3162.41,0
Female,0,No,No,58,Yes,Yes,TelOne ADSL,Month-to-month,Yes,Cash deposit,75.8,4392.19,1
Female,0,No,Yes,21,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,67.68,1450.32,1
Male,0,Yes,Yes,21,Yes,No,TelOne ADSL,Month-to-month,Yes,ZIPIT,60.76,1312.53,0
Male,0,Yes,No,53,No,No phone service,Liquid Home,Month-to-month,Yes,OneMoney,68.76,3611.06,0
Female,0,Yes,Yes,30,Yes,No,ZOL Fibroniks,One year,Yes,ZIPIT,70.87,2042.44,0
Male,0,Yes,Yes,5,Yes,No,Liquid Home,Month-to-month,No,EcoCash,21.37,170.83,0
Female,0,No,Yes,8,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,42.53,227.72,0
Male,0,No,No,27,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,15.02,425.85,1
Female,0,Yes,Yes,19,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,47.7,903.94,0
Male,1,No,No,8,Yes,Yes,Liquid Home,Month-to-month,No,EcoCash,33.57,281.64,0
Male,0,Yes,No,57,Yes,Yes,ZOL Fibroniks,Month-to-month,No,ZIPIT,35.22,2022.97,0
Male,0,No,Yes,33,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,33.08,1079.75,1
Female,0,No,Yes,51,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,8.0,403.82,0
Female,0,Yes,Yes,0,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,8.0,24.67,0
Female,0,Yes,No,29,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,53.41,1562.24,0
Female,0,No,No,34,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,25.87,740.57,1
Male,0,Yes,No,42,No,No phone service,TelOne ADSL,Month-to-month,Yes,EcoCash,56.41,2365.77,1
Female,0,Yes,No,70,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,35.1,2496.99,0
Female,0,Yes,No,33,Yes,Yes,None,Month-to-month,No,Bank debit order,9.45,275.75,0
Female,0,Yes,No,35,Yes,No,TelOne ADSL,One year,Yes,Bank debit order,12.79,470.78,0
Female,0,No,Yes,65,Yes,No,Econet Mobile,Month-to-month,Yes,OneMoney,25.91,1735.2,1
Female,0,Yes,No,29,Yes,No,Liquid Home,One year,Yes,OneMoney,21.3,622.37,1
Female,0,Yes,Yes,28,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,36.41,1025.68,0
Female,1,Yes,Yes,11,Yes,Yes,Liquid Home,Month-to-month,No,ZIPIT,42.54,400.11,1
Male,0,No,Yes,52,Yes,No,Liquid Home,Month-to-month,No,EcoCash,44.12,2289.58,0
Female,0,No,Yes,1,Yes,No,TelOne ADSL,Two year,Yes,EcoCash,42.11,67.0,0
Male,1,No,Yes,15,Yes,No,None,Month-to-month,No,ZIPIT,53.91,786.8,1
Female,0,No,Yes,30,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,56.05,1662.2,1
Male,0,No,Yes,31,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,21.27,685.32,1
Female,1,Yes,No,2,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,8.0,33.79,1
Male,0,Yes,Yes,38,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,25.79,1003.33,0
Female,0,Yes,Yes,70,Yes,No,Econet Mobile,Two year,No,EcoCash,39.5,2686.51,0
Male,0,Yes,No,7,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,28.54,220.92,1
Male,0,No,No,36,Yes,No,Econet Mobile,Two year,No,ZIPIT,49.39,1697.95,1
Female,0,Yes,No,42,Yes,Yes,ZOL Fibroniks,Month-to-month,No,OneMoney,14.02,575.39,1
Female,0,No,Yes,23,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,66.45,1625.3,1
Male,1,Yes,Yes,41,Yes,No,TelOne ADSL,One year,Yes,EcoCash,52.12,2165.26,0
Male,0,Yes,No,24,Yes,No,Liquid Home,Month-to-month,No,EcoCash,31.07,762.01,0
Female,0,Yes,Yes,11,No,No phone service,Econet Mobile,Month-to-month,Yes,EcoCash,24.26,225.02,1
Female,1,Yes,No,61,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,35.27,2228.59,0
Male,0,Yes,Yes,72,Yes,No,Liquid Home,Month-to-month,No,Cash deposit,58.66,4239.05,1
Female,0,No,Yes,28,Yes,No,ZOL Fibroniks,One year,Yes,OneMoney,30.82,746.97,0
Male,0,Yes,No,6,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,27.53,131.19,1
Female,0,No,Yes,11,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,37.91,430.7,1
Male,0,No,Yes,65,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,15.4,989.73,1
Male,0,Yes,No,64,Yes,Yes,ZOL Fibroniks,Two year,Yes,ZIPIT,57.36,3725.18,0
Male,0,No,Yes,35,Yes,No,TelOne ADSL,Two year,Yes,EcoCash,49.19,1665.21,0
Female,0,Yes,Yes,63,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,54.3,3429.6,0
Female,0,Yes,Yes,16,Yes,Yes,ZOL Fibroniks,One year,No,EcoCash,62.94,975.64,0
Male,0,Yes,Yes,29,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,23.77,697.21,1
Female,1,No,No,8,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,38.28,278.74,1
Female,0,No,Yes,39,Yes,Yes,Econet Mobile,One year,No,EcoCash,36.3,1418.66,0
Female,0,No,Yes,51,Yes,Yes,Liquid Home,Month-to-month,No,OneMoney,66.52,3468.01,1
Female,0,No,Yes,70,Yes,No,Liquid Home,One year,No,OneMoney,30.54,2058.81,0
Male,0,Yes,No,55,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,8.0,542.94,0
Male,0,No,Yes,48,Yes,No,TelOne ADSL,Two year,Yes,OneMoney,29.72,1600.48,0
Female,0,No,No,49,Yes,No,Liquid Home,Month-to-month,No,ZIPIT,53.95,2618.43,1
Male,0,Yes,Yes,45,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,47.59,2211.47,1
Male,0,Yes,Yes,30,Yes,No,TelOne ADSL,Month-to-month,Yes,ZIPIT,36.32,1134.44,0
Male,0,Yes,No,36,Yes,No,Liquid Home,Month-to-month,No,EcoCash,31.16,1160.23,0
Female,0,Yes,Yes,12,Yes,Yes,TelOne ADSL,One year,No,ZIPIT,44.14,491.61,0
Female,0,No,No,1,Yes,No,Econet Mobile,One year,Yes,EcoCash,48.19,0.91,0
Female,0,Yes,No,57,Yes,No,Liquid Home,Month-to-month,No,EcoCash,41.91,2364.98,0
Male,0,Yes,No,36,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,31.72,1120.64,0
Male,0,No,Yes,63,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,37.44,2297.23,1
Female,0,No,No,8,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,28.16,185.9,1
Male,1,No,Yes,28,Yes,Yes,None,Month-to-month,Yes,Bank debit order,56.61,1635.41,1
Female,1,No,No,18,Yes,Yes,None,Month-to-month,Yes,EcoCash,35.63,718.57,1
Male,0,No,Yes,61,Yes,Yes,Econet Mobile,One year,No,EcoCash,21.17,1245.98,0
Male,0,Yes,Yes,27,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,78.67,2246.13,1
Male,0,No,Yes,46,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,24.89,1073.17,0
Female,0,Yes,Yes,6,Yes,Yes,Liquid Home,Two year,Yes,Cash deposit,21.92,72.26,0
Female,1,Yes,No,38,Yes,No,None,Month-to-month,No,EcoCash,16.34,526.55,0
Male,0,No,Yes,32,Yes,Yes,Liquid Home,Month-to-month,Yes,OneMoney,25.63,729.82,0
Female,0,No,Yes,44,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,51.43,2319.98,1
Female,0,No,No,42,Yes,No,ZOL Fibroniks,Two year,Yes,EcoCash,9.54,376.63,0
Female,0,Yes,Yes,7,Yes,No,TelOne ADSL,One year,No,ZIPIT,40.9,283.94,0
Female,0,No,No,3,Yes,No,Liquid Home,Month-to-month,No,EcoCash,27.51,64.32,0
Male,0,Yes,Yes,9,Yes,No,Liquid Home,One year,Yes,Cash deposit,23.39,143.32,0
Female,0,Yes,Yes,15,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,8.0,30.77,0
Female,0,Yes,Yes,53,Yes,Yes,None,One year,No,Bank debit order,37.2,1857.36,1
Male,0,Yes,Yes,19,Yes,No,Econet Mobile,Two year,No,EcoCash,8.0,133.27,0
Male,0,Yes,Yes,70,Yes,No,Liquid Home,Month-to-month,No,EcoCash,32.95,2322.32,0
Female,0,No,No,6,Yes,Yes,Econet Mobile,Month-to-month,Yes,OneMoney,44.15,211.41,1
Female,0,Yes,Yes,37,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,8.0,175.91,0
Male,0,No,No,52,Yes,No,Liquid Home,One year,Yes,EcoCash,50.49,2664.69,0
Male,0,No,Yes,3,Yes,No,None,Month-to-month,Yes,OneMoney,8.0,69.92,0
Female,0,Yes,No,37,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,70.69,2537.46,1
Male,0,No,Yes,4,Yes,No,Econet Mobile,Two year,Yes,OneMoney,34.5,70.06,0
Male,0,Yes,Yes,57,Yes,Yes,ZOL Fibroniks,Month-to-month,No,ZIPIT,22.47,1311.71,1
Female,0,No,Yes,34,Yes,Yes,None,Month-to-month,Yes,Cash deposit,41.69,1312.46,0
Female,0,Yes,Yes,63,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,21.78,1295.27,0
Male,0,Yes,No,48,No,No phone service,Liquid Home,Two year,Yes,OneMoney,8.0,449.01,0
Male,0,Yes,Yes,23,Yes,No,ZOL Fibroniks,One year,No,ZIPIT,58.49,1310.77,0
Male,1,No,Yes,11,Yes,Yes,ZOL Fibroniks,One year,No,OneMoney,31.75,343.33,1
Male,0,Yes,No,11,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,39.36,365.92,1
Female,0,No,Yes,2,Yes,No,Econet Mobile,Month-to-month,Yes,EcoCash,35.02,119.52,0
Male,0,Yes,Yes,21,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,23.05,471.92,1
Male,0,No,Yes,53,No,No phone service,ZOL Fibroniks,One year,No,EcoCash,17.89,990.94,1
Male,0,Yes,Yes,25,Yes,Yes,Liquid Home,Month-to-month,No,ZIPIT,51.13,1243.62,1
Female,0,Yes,Yes,10,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,47.22,406.55,1
Female,0,Yes,No,5,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,37.22,171.65,0
Female,0,Yes,No,31,Yes,No,Liquid Home,One year,No,Bank debit order,56.39,1697.19,0
Male,1,No,No,15,Yes,Yes,Econet Mobile,Month-to-month,Yes,OneMoney,36.66,515.26,1
Female,0,No,Yes,53,Yes,No,TelOne ADSL,Month-to-month,No,Bank debit order,58.12,3029.1,1
Male,0,Yes,Yes,24,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,64.57,1477.4,1
Female,0,Yes,No,9,Yes,No,Liquid Home,Two year,Yes,ZIPIT,57.49,547.47,0
Female,0,Yes,Yes,19,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,45.39,877.36,1
Female,0,No,Yes,32,Yes,Yes,None,One year,Yes,Bank debit order,19.83,575.48,0
Male,0,No,Yes,2,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,45.98,172.32,1
Female,0,No,No,8,Yes,No,Liquid Home,One year,Yes,EcoCash,29.47,189.86,0
Female,0,No,Yes,70,Yes,No,TelOne ADSL,Two year,Yes,ZIPIT,50.96,3600.46,0
Female,1,Yes,No,25,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,67.08,1537.05,1
Male,1,Yes,Yes,54,Yes,Yes,Liquid Home,Month-to-month,Yes,Cash deposit,36.38,1941.01,0
Female,0,No,No,66,Yes,No,Liquid Home,One year,Yes,EcoCash,17.85,1076.31,0
Female,0,Yes,Yes,8,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,50.63,352.77,0
Male,0,Yes,No,50,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,37.85,1904.21,0
Female,1,Yes,Yes,60,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,65.65,3944.92,1
Male,0,No,No,1,Yes,Yes,None,One year,Yes,Cash deposit,38.97,0.0,0
Female,0,No,Yes,22,Yes,Yes,Liquid Home,One year,Yes,Bank debit order,36.73,801.45,0
Female,0,No,No,9,Yes,Yes,Liquid Home,Month-to-month,No,Cash deposit,39.73,363.98,0
Male,0,Yes,No,2,Yes,No,Liquid Home,Month-to-month,Yes,Bank debit order,43.54,46.34,1
Male,0,Yes,No,21,Yes,Yes,ZOL Fibroniks,Two year,No,EcoCash,8.0,193.02,0
Female,0,Yes,Yes,13,Yes,No,TelOne ADSL,Month-to-month,Yes,OneMoney,23.39,302.18,0
Male,0,No,Yes,65,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,57.93,3729.58,0
Male,0,Yes,No,17,Yes,Yes,Liquid Home,Two year,Yes,ZIPIT,26.26,529.04,0
Male,0,No,No,54,Yes,No,ZOL Fibroniks,One year,No,Cash deposit,37.48,1995.18,0
Female,0,No,Yes,3,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,33.88,39.23,0
Female,1,No,Yes,45,Yes,No,TelOne ADSL,One year,Yes,OneMoney,25.64,1194.36,0
Female,0,No,Yes,50,Yes,Yes,None,Month-to-month,Yes,EcoCash,35.1,1777.5,0
Male,0,Yes,Yes,11,Yes,No,TelOne ADSL,Month-to-month,No,Cash deposit,19.61,105.4,1
Male,0,No,Yes,31,Yes,No,ZOL Fibroniks,Month-to-month,No,Cash deposit,11.34,243.86,1
Female,0,Yes,No,67,Yes,No,Liquid Home,Two year,Yes,Cash deposit,41.71,2809.64,0
Female,1,No,Yes,44,Yes,Yes,TelOne ADSL,Month-to-month,Yes,ZIPIT,67.01,2904.38,1
Female,0,No,No,58,Yes,No,Econet Mobile,Month-to-month,No,Bank debit order,51.45,2990.5,0
Female,1,No,No,31,Yes,No,Econet Mobile,Month-to-month,Yes,Bank debit order,51.82,1577.75,0
Female,0,Yes,Yes,17,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,56.98,986.34,1
Male,0,No,Yes,34,Yes,Yes,TelOne ADSL,Month-to-month,No,Bank debit order,41.7,1446.82,1
Male,0,No,Yes,29,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,38.43,1011.76,1
Female,0,No,Yes,71,Yes,No,Liquid Home,One year,Yes,EcoCash,22.53,1540.51,0
Female,0,No,No,31,Yes,No,None,Month-to-month,Yes,OneMoney,52.19,1688.92,0
Female,1,No,No,45,Yes,Yes,None,Two year,No,OneMoney,42.99,1947.81,0
Female,1,Yes,Yes,42,Yes,No,ZOL Fibroniks,Two year,Yes,OneMoney,25.61,1101.66,0
Male,0,Yes,No,27,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,32.33,980.31,1
Male,1,Yes,Yes,27,Yes,Yes,Liquid Home,Month-to-month,Yes,ZIPIT,17.72,529.13,1
Female,1,No,Yes,61,Yes,No,ZOL Fibroniks,Month-to-month,No,ZIPIT,47.45,2891.67,1
Female,0,No,No,15,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,65.81,922.22,0
Male,0,Yes,Yes,30,Yes,Yes,Econet Mobile,Month-to-month,No,Cash deposit,17.67,590.04,0
Male,0,Yes,Yes,48,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,56.81,2788.17,1
Female,0,No,Yes,4,Yes,Yes,Econet Mobile,One year,Yes,Cash deposit,59.76,245.67,1
Female,0,No,Yes,49,Yes,Yes,ZOL Fibroniks,One year,Yes,ZIPIT,17.07,929.25,0
Female,1,No,Yes,60,Yes,No,TelOne ADSL,Two year,No,Bank debit order,8.0,494.15,0
Male,0,Yes,No,32,Yes,No,None,Month-to-month,No,ZIPIT,39.13,1255.44,1
Female,0,No,Yes,42,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,34.87,1524.57,1
Female,0,Yes,No,35,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,34.04,1216.13,0
Female,0,Yes,Yes,48,Yes,No,Liquid Home,Month-to-month,Yes,ZIPIT,58.28,2835.59,0
Female,0,No,Yes,3,Yes,Yes,Econet Mobile,One year,Yes,OneMoney,31.66,0.0,0
Male,0,Yes,No,45,Yes,Yes,None,One year,Yes,EcoCash,81.55,3687.71,0
Male,0,No,No,33,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,10.36,316.87,1
Male,0,Yes,No,2,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,22.39,16.49,0
Female,0,Yes,Yes,58,Yes,No,Liquid Home,Two year,Yes,OneMoney,22.29,1280.93,0
Male,0,No,Yes,11,Yes,Yes,TelOne ADSL,Month-to-month,No,EcoCash,34.63,346.09,1
Male,0,Yes,No,43,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,63.57,2769.35,0
Male,0,Yes,No,62,Yes,No,TelOne ADSL,Two year,No,EcoCash,17.9,1049.23,0
Female,0,Yes,No,67,Yes,Yes,Liquid Home,Two year,Yes,EcoCash,21.74,1365.86,0
Female,0,Yes,Yes,45,Yes,No,None,Month-to-month,Yes,EcoCash,26.58,1188.43,0
Female,0,No,Yes,52,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,36.38,1958.22,0
Female,0,Yes,Yes,42,Yes,No,Econet Mobile,One year,Yes,ZIPIT,40.91,1691.62,0
Male,1,No,Yes,56,Yes,No,None,Month-to-month,Yes,Cash deposit,30.98,1721.28,0
Male,1,No,Yes,71,No,No phone service,TelOne ADSL,Month-to-month,No,ZIPIT,14.8,1036.04,0
Male,0,No,Yes,33,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,36.25,1321.84,1
Female,0,Yes,Yes,30,Yes,No,None,Month-to-month,No,Cash deposit,63.8,1960.89,0
Female,0,No,No,12,Yes,Yes,Liquid Home,Month-to-month,Yes,ZIPIT,54.48,623.58,0
Male,1,No,No,71,Yes,Yes,TelOne ADSL,Month-to-month,No,OneMoney,29.78,2103.83,0
Male,0,Yes,No,66,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,39.29,2553.6,1
Male,0,No,Yes,51,Yes,Yes,Liquid Home,One year,Yes,OneMoney,46.99,2489.45,0
Female,0,Yes,Yes,48,Yes,No,TelOne ADSL,Two year,No,Cash deposit,53.93,2511.56,0
Male,0,Yes,No,14,Yes,No,TelOne ADSL,One year,Yes,ZIPIT,65.62,869.57,0
Female,0,No,Yes,66,Yes,Yes,None,Month-to-month,Yes,Cash deposit,42.83,2870.99,0
Male,0,Yes,No,4,Yes,No,TelOne ADSL,Two year,No,Bank debit order,16.89,152.49,0
Female,0,Yes,Yes,45,Yes,Yes,ZOL Fibroniks,Two year,Yes,Bank debit order,10.45,469.24,0
Female,0,Yes,No,18,Yes,No,TelOne ADSL,Month-to-month,Yes,Bank debit order,48.85,865.37,0
Male,0,Yes,Yes,33,Yes,Yes,ZOL Fibroniks,Two year,Yes,ZIPIT,11.95,396.07,0
